ts_code,year_week
003027.SZ,2023-W50
003027.SZ,2023-W51
003027.SZ,2023-W52
003027.SZ,2024-W02
003027.SZ,2024-W03
003027.SZ,2024-W04
003027.SZ,2024-W05
003027.SZ,2024-W08
003027.SZ,2024-W09
003027.SZ,2024-W10
003027.SZ,2024-W11
003027.SZ,2024-W12
003027.SZ,2024-W13
003027.SZ,2024-W15
003027.SZ,2024-W16
003027.SZ,2024-W17
003027.SZ,2024-W19
003027.SZ,2024-W20
003027.SZ,2024-W21
003027.SZ,2024-W22
003027.SZ,2024-W23
003027.SZ,2024-W25
003027.SZ,2024-W26
003027.SZ,2024-W27
003027.SZ,2024-W28
003027.SZ,2024-W29
003027.SZ,2024-W30
003027.SZ,2024-W31
003027.SZ,2024-W32
003027.SZ,2024-W33
003027.SZ,2024-W34
003027.SZ,2024-W35
003027.SZ,2024-W36
003027.SZ,2024-W37
003027.SZ,2024-W39
003027.SZ,2024-W42
003027.SZ,2024-W43
003027.SZ,2024-W44
003027.SZ,2024-W45
003027.SZ,2024-W46
003027.SZ,2024-W47
003027.SZ,2024-W48
003027.SZ,2024-W49
003027.SZ,2024-W50
003027.SZ,2024-W51
003027.SZ,2024-W52
003027.SZ,2025-W02
003027.SZ,2025-W03
003027.SZ,2025-W04
003027.SZ,2025-W07
003027.SZ,2025-W08
003027.SZ,2025-W09
003027.SZ,2025-W10
003027.SZ,2025-W11
003027.SZ,2025-W12
003027.SZ,2025-W13
003027.SZ,2025-W15
003027.SZ,2025-W16
003027.SZ,2025-W17
003027.SZ,2025-W20
003027.SZ,2025-W21
003027.SZ,2025-W22
003027.SZ,2025-W24
003027.SZ,2025-W25
003027.SZ,2025-W26
003027.SZ,2025-W27
003027.SZ,2025-W28
003027.SZ,2025-W29
003027.SZ,2025-W30
003027.SZ,2025-W31
003027.SZ,2025-W32
003027.SZ,2025-W33
003027.SZ,2025-W34
003027.SZ,2025-W35
003027.SZ,2025-W36
003027.SZ,2025-W37
003027.SZ,2025-W38
003027.SZ,2025-W39
003027.SZ,2025-W42
003027.SZ,2025-W43
003027.SZ,2025-W44
003027.SZ,2025-W45
003027.SZ,2025-W46
003027.SZ,2025-W47
003027.SZ,2025-W48
003027.SZ,2025-W49
003027.SZ,2025-W50
003027.SZ,2025-W51
003027.SZ,2025-W52
003027.SZ,2026-W02
003027.SZ,2026-W03
003027.SZ,2026-W04
003027.SZ,2026-W05
003027.SZ,2026-W06
003027.SZ,2026-W07
003027.SZ,2026-W10
003027.SZ,2026-W11
003027.SZ,2026-W12
003027.SZ,2026-W13
003027.SZ,2026-W14
003027.SZ,2026-W16
003027.SZ,2026-W17
003027.SZ,2026-W20
003027.SZ,2026-W21
003027.SZ,2026-W22
003027.SZ,2026-W23
003028.SZ,2023-W24
003028.SZ,2023-W26
003028.SZ,2023-W27
003028.SZ,2023-W28
003028.SZ,2023-W29
003028.SZ,2023-W30
003028.SZ,2023-W31
003028.SZ,2023-W32
003028.SZ,2023-W33
003028.SZ,2023-W34
003028.SZ,2023-W35
003028.SZ,2023-W36
003028.SZ,2023-W37
003028.SZ,2023-W38
003028.SZ,2023-W41
003028.SZ,2023-W42
003028.SZ,2023-W43
003028.SZ,2023-W44
003028.SZ,2023-W45
003028.SZ,2023-W46
003028.SZ,2023-W47
003028.SZ,2023-W48
003028.SZ,2023-W49
003028.SZ,2023-W50
003028.SZ,2023-W51
003028.SZ,2023-W52
003028.SZ,2024-W02
003028.SZ,2024-W03
003028.SZ,2024-W04
003028.SZ,2024-W05
003028.SZ,2024-W08
003028.SZ,2024-W09
003028.SZ,2024-W10
003028.SZ,2024-W11
003028.SZ,2024-W12
003028.SZ,2024-W13
003028.SZ,2024-W15
003028.SZ,2024-W16
003028.SZ,2024-W17
003028.SZ,2024-W19
003028.SZ,2024-W20
003028.SZ,2024-W21
003028.SZ,2024-W22
003028.SZ,2024-W23
003028.SZ,2024-W25
003028.SZ,2024-W26
003028.SZ,2024-W27
003028.SZ,2024-W28
003028.SZ,2024-W29
003028.SZ,2024-W30
003028.SZ,2024-W31
003028.SZ,2024-W32
003028.SZ,2024-W33
003028.SZ,2024-W34
003028.SZ,2024-W35
003028.SZ,2024-W36
003028.SZ,2024-W37
003028.SZ,2024-W39
003028.SZ,2024-W42
003028.SZ,2024-W43
003028.SZ,2024-W44
003028.SZ,2024-W45
003028.SZ,2024-W46
003028.SZ,2024-W47
003028.SZ,2024-W48
003028.SZ,2024-W49
003028.SZ,2024-W50
003028.SZ,2024-W51
003028.SZ,2024-W52
003028.SZ,2025-W02
003028.SZ,2025-W03
003028.SZ,2025-W04
003028.SZ,2025-W07
003028.SZ,2025-W08
003028.SZ,2025-W09
003028.SZ,2025-W10
003028.SZ,2025-W11
003028.SZ,2025-W12
003028.SZ,2025-W13
003028.SZ,2025-W15
003028.SZ,2025-W16
003028.SZ,2025-W17
003028.SZ,2025-W20
003028.SZ,2025-W21
003028.SZ,2025-W22
003028.SZ,2025-W24
003028.SZ,2025-W25
003028.SZ,2025-W26
003028.SZ,2025-W27
003028.SZ,2025-W28
003028.SZ,2025-W29
003028.SZ,2025-W30
003028.SZ,2025-W31
003028.SZ,2025-W32
003028.SZ,2025-W33
003028.SZ,2025-W34
003028.SZ,2025-W35
003028.SZ,2025-W36
003028.SZ,2025-W37
003028.SZ,2025-W38
003028.SZ,2025-W39
003028.SZ,2025-W42
003028.SZ,2025-W43
003028.SZ,2025-W44
003028.SZ,2025-W45
003028.SZ,2025-W46
003028.SZ,2025-W47
003028.SZ,2025-W48
003028.SZ,2025-W49
003028.SZ,2025-W50
003028.SZ,2025-W51
003028.SZ,2025-W52
003028.SZ,2026-W02
003028.SZ,2026-W03
003028.SZ,2026-W04
003028.SZ,2026-W05
003028.SZ,2026-W06
003028.SZ,2026-W07
003028.SZ,2026-W10
003028.SZ,2026-W11
003028.SZ,2026-W12
003028.SZ,2026-W13
003028.SZ,2026-W14
003028.SZ,2026-W16
003028.SZ,2026-W17
003028.SZ,2026-W20
003028.SZ,2026-W21
003028.SZ,2026-W22
003028.SZ,2026-W23
003029.SZ,2023-W24
003029.SZ,2023-W26
003029.SZ,2023-W27
003029.SZ,2023-W28
003029.SZ,2023-W29
003029.SZ,2023-W30
003029.SZ,2023-W31
003029.SZ,2023-W32
003029.SZ,2023-W33
003029.SZ,2023-W34
003029.SZ,2023-W35
003029.SZ,2023-W36
003029.SZ,2023-W37
003029.SZ,2023-W38
003029.SZ,2023-W41
003029.SZ,2023-W42
003029.SZ,2023-W43
003029.SZ,2023-W44
003029.SZ,2023-W45
003029.SZ,2023-W46
003029.SZ,2023-W47
003029.SZ,2023-W48
003029.SZ,2023-W49
003029.SZ,2023-W50
003029.SZ,2023-W51
003029.SZ,2023-W52
003029.SZ,2024-W02
003029.SZ,2024-W03
003029.SZ,2024-W04
003029.SZ,2024-W05
003029.SZ,2024-W08
003029.SZ,2024-W09
003029.SZ,2024-W10
003029.SZ,2024-W11
003029.SZ,2024-W12
003029.SZ,2024-W13
003029.SZ,2024-W15
003029.SZ,2024-W16
003029.SZ,2024-W17
003029.SZ,2024-W19
003029.SZ,2024-W20
003029.SZ,2024-W21
003029.SZ,2024-W22
003029.SZ,2024-W23
003029.SZ,2024-W25
003029.SZ,2024-W26
003029.SZ,2024-W27
003029.SZ,2024-W28
003029.SZ,2024-W29
003029.SZ,2024-W30
003029.SZ,2024-W31
003029.SZ,2024-W32
003029.SZ,2024-W33
003029.SZ,2024-W34
003029.SZ,2024-W35
003029.SZ,2024-W36
003029.SZ,2024-W37
003029.SZ,2024-W39
003029.SZ,2024-W42
003029.SZ,2024-W43
003029.SZ,2024-W44
003029.SZ,2024-W45
003029.SZ,2024-W46
003029.SZ,2024-W47
003029.SZ,2024-W48
003029.SZ,2024-W49
003029.SZ,2024-W50
003029.SZ,2024-W51
003029.SZ,2024-W52
003029.SZ,2025-W02
003029.SZ,2025-W03
003029.SZ,2025-W04
003029.SZ,2025-W07
003029.SZ,2025-W08
003029.SZ,2025-W09
003029.SZ,2025-W10
003029.SZ,2025-W11
003029.SZ,2025-W12
003029.SZ,2025-W13
003029.SZ,2025-W15
003029.SZ,2025-W16
003029.SZ,2025-W17
003029.SZ,2025-W20
003029.SZ,2025-W21
003029.SZ,2025-W22
003029.SZ,2025-W24
003029.SZ,2025-W25
003029.SZ,2025-W26
003029.SZ,2025-W27
003029.SZ,2025-W28
003029.SZ,2025-W29
003029.SZ,2025-W30
003029.SZ,2025-W31
003029.SZ,2025-W32
003029.SZ,2025-W33
003029.SZ,2025-W34
003029.SZ,2025-W35
003029.SZ,2025-W36
003029.SZ,2025-W37
003029.SZ,2025-W38
003029.SZ,2025-W39
003029.SZ,2025-W42
003029.SZ,2025-W43
003029.SZ,2025-W44
003029.SZ,2025-W45
003029.SZ,2025-W46
003029.SZ,2025-W47
003029.SZ,2025-W48
003029.SZ,2025-W49
003029.SZ,2025-W50
003029.SZ,2025-W51
003029.SZ,2025-W52
003029.SZ,2026-W02
003029.SZ,2026-W03
003029.SZ,2026-W04
003029.SZ,2026-W05
003029.SZ,2026-W06
003029.SZ,2026-W07
003029.SZ,2026-W10
003029.SZ,2026-W11
003029.SZ,2026-W12
003029.SZ,2026-W13
003029.SZ,2026-W14
003029.SZ,2026-W16
003029.SZ,2026-W17
003029.SZ,2026-W20
003029.SZ,2026-W21
003029.SZ,2026-W22
003029.SZ,2026-W23
003030.SZ,2023-W24
003030.SZ,2023-W26
003030.SZ,2023-W27
003030.SZ,2023-W28
003030.SZ,2023-W29
003030.SZ,2023-W30
003030.SZ,2023-W31
003030.SZ,2023-W32
003030.SZ,2023-W33
003030.SZ,2023-W34
003030.SZ,2023-W35
003030.SZ,2023-W36
003030.SZ,2023-W37
003030.SZ,2023-W38
003030.SZ,2023-W41
003030.SZ,2023-W42
003030.SZ,2023-W43
003030.SZ,2023-W44
003030.SZ,2023-W45
003030.SZ,2023-W46
003030.SZ,2023-W47
003030.SZ,2023-W48
003030.SZ,2023-W49
003030.SZ,2023-W50
003030.SZ,2023-W51
003030.SZ,2023-W52
003030.SZ,2024-W02
003030.SZ,2024-W03
003030.SZ,2024-W04
003030.SZ,2024-W05
003030.SZ,2024-W08
003030.SZ,2024-W09
003030.SZ,2024-W10
003030.SZ,2024-W11
003030.SZ,2024-W12
003030.SZ,2024-W13
003030.SZ,2024-W15
003030.SZ,2024-W16
003030.SZ,2024-W17
003030.SZ,2024-W19
003030.SZ,2024-W20
003030.SZ,2024-W21
003030.SZ,2024-W22
003030.SZ,2024-W23
003030.SZ,2024-W25
003030.SZ,2024-W26
003030.SZ,2024-W27
003030.SZ,2024-W28
003030.SZ,2024-W29
003030.SZ,2024-W30
003030.SZ,2024-W31
003030.SZ,2024-W32
003030.SZ,2024-W33
003030.SZ,2024-W34
003030.SZ,2024-W35
003030.SZ,2024-W36
003030.SZ,2024-W37
003030.SZ,2024-W39
003030.SZ,2024-W42
003030.SZ,2024-W43
003030.SZ,2024-W44
003030.SZ,2024-W45
003030.SZ,2024-W46
003030.SZ,2024-W47
003030.SZ,2024-W48
003030.SZ,2024-W49
003030.SZ,2024-W50
003030.SZ,2024-W51
003030.SZ,2024-W52
003030.SZ,2025-W02
003030.SZ,2025-W03
003030.SZ,2025-W04
003030.SZ,2025-W07
003030.SZ,2025-W08
003030.SZ,2025-W09
003030.SZ,2025-W10
003030.SZ,2025-W11
003030.SZ,2025-W12
003030.SZ,2025-W13
003030.SZ,2025-W15
003030.SZ,2025-W16
003030.SZ,2025-W17
003030.SZ,2025-W20
003030.SZ,2025-W21
003030.SZ,2025-W22
003030.SZ,2025-W24
003030.SZ,2025-W25
003030.SZ,2025-W26
003030.SZ,2025-W27
003030.SZ,2025-W28
003030.SZ,2025-W29
003030.SZ,2025-W30
003030.SZ,2025-W31
003030.SZ,2025-W32
003030.SZ,2025-W33
003030.SZ,2025-W34
003030.SZ,2025-W35
003030.SZ,2025-W36
003030.SZ,2025-W37
003030.SZ,2025-W38
003030.SZ,2025-W39
003030.SZ,2025-W42
003030.SZ,2025-W43
003030.SZ,2025-W44
003030.SZ,2025-W45
003030.SZ,2025-W46
003030.SZ,2025-W47
003030.SZ,2025-W48
003030.SZ,2025-W49
003030.SZ,2025-W50
003030.SZ,2025-W51
003030.SZ,2025-W52
003030.SZ,2026-W02
003030.SZ,2026-W03
003030.SZ,2026-W04
003030.SZ,2026-W05
003030.SZ,2026-W06
003030.SZ,2026-W07
003030.SZ,2026-W10
003030.SZ,2026-W11
003030.SZ,2026-W12
003030.SZ,2026-W13
003030.SZ,2026-W14
003030.SZ,2026-W16
003030.SZ,2026-W17
003030.SZ,2026-W20
003030.SZ,2026-W21
003030.SZ,2026-W22
003030.SZ,2026-W23
003031.SZ,2023-W24
003031.SZ,2023-W26
003031.SZ,2023-W27
003031.SZ,2023-W28
003031.SZ,2023-W29
003031.SZ,2023-W30
003031.SZ,2023-W31
003031.SZ,2023-W32
003031.SZ,2023-W33
003031.SZ,2023-W34
003031.SZ,2023-W35
003031.SZ,2023-W36
003031.SZ,2023-W37
003031.SZ,2023-W38
003031.SZ,2023-W41
003031.SZ,2023-W42
003031.SZ,2023-W43
003031.SZ,2023-W44
003031.SZ,2023-W45
003031.SZ,2023-W46
003031.SZ,2023-W47
003031.SZ,2023-W48
003031.SZ,2023-W49
003031.SZ,2023-W50
003031.SZ,2023-W51
003031.SZ,2023-W52
003031.SZ,2024-W02
003031.SZ,2024-W03
003031.SZ,2024-W04
003031.SZ,2024-W05
003031.SZ,2024-W08
003031.SZ,2024-W09
003031.SZ,2024-W10
003031.SZ,2024-W11
003031.SZ,2024-W12
003031.SZ,2024-W13
003031.SZ,2024-W15
003031.SZ,2024-W16
003031.SZ,2024-W17
003031.SZ,2024-W19
003031.SZ,2024-W20
003031.SZ,2024-W21
003031.SZ,2024-W22
003031.SZ,2024-W23
003031.SZ,2024-W25
003031.SZ,2024-W26
003031.SZ,2024-W27
003031.SZ,2024-W28
003031.SZ,2024-W29
003031.SZ,2024-W30
003031.SZ,2024-W31
003031.SZ,2024-W32
003031.SZ,2024-W33
003031.SZ,2024-W34
003031.SZ,2024-W35
003031.SZ,2024-W36
003031.SZ,2024-W37
003031.SZ,2024-W39
003031.SZ,2024-W42
003031.SZ,2024-W43
003031.SZ,2024-W44
003031.SZ,2024-W45
003031.SZ,2024-W46
003031.SZ,2024-W47
003031.SZ,2024-W48
003031.SZ,2024-W49
003031.SZ,2024-W50
003031.SZ,2024-W51
003031.SZ,2024-W52
003031.SZ,2025-W02
003031.SZ,2025-W03
003031.SZ,2025-W04
003031.SZ,2025-W07
003031.SZ,2025-W08
003031.SZ,2025-W09
003031.SZ,2025-W10
003031.SZ,2025-W11
003031.SZ,2025-W12
003031.SZ,2025-W13
003031.SZ,2025-W15
003031.SZ,2025-W16
003031.SZ,2025-W17
003031.SZ,2025-W20
003031.SZ,2025-W21
003031.SZ,2025-W22
003031.SZ,2025-W24
003031.SZ,2025-W25
003031.SZ,2025-W26
003031.SZ,2025-W27
003031.SZ,2025-W28
003031.SZ,2025-W29
003031.SZ,2025-W30
003031.SZ,2025-W31
003031.SZ,2025-W32
003031.SZ,2025-W33
003031.SZ,2025-W34
003031.SZ,2025-W35
003031.SZ,2025-W36
003031.SZ,2025-W37
003031.SZ,2025-W38
003031.SZ,2025-W39
003031.SZ,2025-W42
003031.SZ,2025-W43
003031.SZ,2025-W44
003031.SZ,2025-W45
003031.SZ,2025-W46
003031.SZ,2025-W47
003031.SZ,2025-W48
003031.SZ,2025-W49
003031.SZ,2025-W50
003031.SZ,2025-W51
003031.SZ,2025-W52
003031.SZ,2026-W02
003031.SZ,2026-W03
003031.SZ,2026-W04
003031.SZ,2026-W05
003031.SZ,2026-W06
003031.SZ,2026-W07
003031.SZ,2026-W10
003031.SZ,2026-W11
003031.SZ,2026-W12
003031.SZ,2026-W13
003031.SZ,2026-W14
003031.SZ,2026-W16
003031.SZ,2026-W17
003031.SZ,2026-W20
003031.SZ,2026-W21
003031.SZ,2026-W22
003031.SZ,2026-W23
003032.SZ,2023-W24
003032.SZ,2023-W26
003032.SZ,2023-W27
003032.SZ,2023-W28
003032.SZ,2023-W29
003032.SZ,2023-W30
003032.SZ,2023-W31
003032.SZ,2023-W32
003032.SZ,2023-W33
003032.SZ,2023-W34
003032.SZ,2023-W35
003032.SZ,2023-W36
003032.SZ,2023-W37
003032.SZ,2023-W38
003032.SZ,2023-W41
003032.SZ,2023-W42
003032.SZ,2023-W43
003032.SZ,2023-W44
003032.SZ,2023-W45
003032.SZ,2023-W46
003032.SZ,2023-W47
003032.SZ,2023-W48
003032.SZ,2023-W49
003032.SZ,2023-W50
003032.SZ,2023-W51
003032.SZ,2023-W52
003032.SZ,2024-W02
003032.SZ,2024-W03
003032.SZ,2024-W04
003032.SZ,2024-W05
003032.SZ,2024-W08
003032.SZ,2024-W09
003032.SZ,2024-W10
003032.SZ,2024-W11
003032.SZ,2024-W12
003032.SZ,2024-W13
003032.SZ,2024-W15
003032.SZ,2024-W16
003032.SZ,2024-W17
003032.SZ,2024-W19
003032.SZ,2024-W20
003032.SZ,2024-W21
003032.SZ,2024-W22
003032.SZ,2024-W23
003032.SZ,2024-W25
003032.SZ,2024-W26
003032.SZ,2024-W27
003032.SZ,2024-W28
003032.SZ,2024-W29
003032.SZ,2024-W30
003032.SZ,2024-W31
003032.SZ,2024-W32
003032.SZ,2024-W33
003032.SZ,2024-W34
003032.SZ,2024-W35
003032.SZ,2024-W36
003032.SZ,2024-W37
003032.SZ,2024-W39
003032.SZ,2024-W42
003032.SZ,2024-W43
003032.SZ,2024-W44
003032.SZ,2024-W45
003032.SZ,2024-W46
003032.SZ,2024-W47
003032.SZ,2024-W48
003032.SZ,2024-W49
003032.SZ,2024-W50
003032.SZ,2024-W51
003032.SZ,2024-W52
003032.SZ,2025-W02
003032.SZ,2025-W03
003032.SZ,2025-W04
003032.SZ,2025-W07
003032.SZ,2025-W08
003032.SZ,2025-W09
003032.SZ,2025-W10
003032.SZ,2025-W11
003032.SZ,2025-W12
003032.SZ,2025-W13
003032.SZ,2025-W15
003032.SZ,2025-W16
003032.SZ,2025-W20
003032.SZ,2025-W21
003032.SZ,2025-W22
003032.SZ,2025-W24
003032.SZ,2025-W25
003032.SZ,2025-W26
003032.SZ,2025-W27
003032.SZ,2025-W28
003032.SZ,2025-W29
003032.SZ,2025-W30
003032.SZ,2025-W31
003032.SZ,2025-W32
003032.SZ,2025-W33
003032.SZ,2025-W34
003032.SZ,2025-W35
003032.SZ,2025-W36
003032.SZ,2025-W37
003032.SZ,2025-W38
003032.SZ,2025-W39
003032.SZ,2025-W42
003032.SZ,2025-W43
003032.SZ,2025-W44
003032.SZ,2025-W45
003032.SZ,2025-W46
003032.SZ,2025-W47
003032.SZ,2025-W48
003032.SZ,2025-W49
003032.SZ,2025-W50
003032.SZ,2025-W51
003032.SZ,2025-W52
003032.SZ,2026-W02
003032.SZ,2026-W03
003032.SZ,2026-W04
003032.SZ,2026-W05
003032.SZ,2026-W06
003032.SZ,2026-W07
003032.SZ,2026-W10
003032.SZ,2026-W11
003032.SZ,2026-W12
003032.SZ,2026-W13
003032.SZ,2026-W14
003032.SZ,2026-W16
003032.SZ,2026-W17
003032.SZ,2026-W20
003032.SZ,2026-W21
003032.SZ,2026-W22
003032.SZ,2026-W23
003033.SZ,2023-W24
003033.SZ,2023-W26
003033.SZ,2023-W27
003033.SZ,2023-W28
003033.SZ,2023-W29
003033.SZ,2023-W30
003033.SZ,2023-W31
003033.SZ,2023-W32
003033.SZ,2023-W33
003033.SZ,2023-W34
003033.SZ,2023-W35
003033.SZ,2023-W36
003033.SZ,2023-W37
003033.SZ,2023-W38
003033.SZ,2023-W41
003033.SZ,2023-W42
003033.SZ,2023-W43
003033.SZ,2023-W44
003033.SZ,2023-W45
003033.SZ,2023-W46
003033.SZ,2023-W47
003033.SZ,2023-W48
003033.SZ,2023-W49
003033.SZ,2023-W50
003033.SZ,2023-W51
003033.SZ,2023-W52
003033.SZ,2024-W02
003033.SZ,2024-W03
003033.SZ,2024-W04
003033.SZ,2024-W05
003033.SZ,2024-W08
003033.SZ,2024-W09
003033.SZ,2024-W10
003033.SZ,2024-W11
003033.SZ,2024-W12
003033.SZ,2024-W13
003033.SZ,2024-W15
003033.SZ,2024-W16
003033.SZ,2024-W17
003033.SZ,2024-W19
003033.SZ,2024-W20
003033.SZ,2024-W21
003033.SZ,2024-W22
003033.SZ,2024-W23
003033.SZ,2024-W25
003033.SZ,2024-W26
003033.SZ,2024-W27
003033.SZ,2024-W28
003033.SZ,2024-W29
003033.SZ,2024-W30
003033.SZ,2024-W31
003033.SZ,2024-W32
003033.SZ,2024-W33
003033.SZ,2024-W34
003033.SZ,2024-W35
003033.SZ,2024-W36
003033.SZ,2024-W37
003033.SZ,2024-W39
003033.SZ,2024-W42
003033.SZ,2024-W43
003033.SZ,2024-W44
003033.SZ,2024-W45
003033.SZ,2024-W46
003033.SZ,2024-W47
003033.SZ,2024-W48
003033.SZ,2024-W49
003033.SZ,2024-W50
003033.SZ,2024-W51
003033.SZ,2024-W52
003033.SZ,2025-W02
003033.SZ,2025-W03
003033.SZ,2025-W04
003033.SZ,2025-W07
003033.SZ,2025-W08
003033.SZ,2025-W09
003033.SZ,2025-W10
003033.SZ,2025-W11
003033.SZ,2025-W12
003033.SZ,2025-W13
003033.SZ,2025-W15
003033.SZ,2025-W16
003033.SZ,2025-W17
003033.SZ,2025-W20
003033.SZ,2025-W21
003033.SZ,2025-W22
003033.SZ,2025-W24
003033.SZ,2025-W25
003033.SZ,2025-W26
003033.SZ,2025-W27
003033.SZ,2025-W28
003033.SZ,2025-W29
003033.SZ,2025-W30
003033.SZ,2025-W31
003033.SZ,2025-W32
003033.SZ,2025-W33
003033.SZ,2025-W34
003033.SZ,2025-W35
003033.SZ,2025-W36
003033.SZ,2025-W37
003033.SZ,2025-W38
003033.SZ,2025-W39
003033.SZ,2025-W42
003033.SZ,2025-W43
003033.SZ,2025-W44
003033.SZ,2025-W45
003033.SZ,2025-W46
003033.SZ,2025-W47
003033.SZ,2025-W48
003033.SZ,2025-W49
003033.SZ,2025-W50
003033.SZ,2025-W51
003033.SZ,2025-W52
003033.SZ,2026-W02
003033.SZ,2026-W03
003033.SZ,2026-W04
003033.SZ,2026-W05
003033.SZ,2026-W06
003033.SZ,2026-W07
003033.SZ,2026-W10
003033.SZ,2026-W11
003033.SZ,2026-W12
003033.SZ,2026-W13
003033.SZ,2026-W14
003033.SZ,2026-W16
003033.SZ,2026-W17
003033.SZ,2026-W20
003033.SZ,2026-W21
003033.SZ,2026-W22
003033.SZ,2026-W23
003035.SZ,2023-W24
003035.SZ,2023-W26
003035.SZ,2023-W27
003035.SZ,2023-W28
003035.SZ,2023-W29
003035.SZ,2023-W30
003035.SZ,2023-W31
003035.SZ,2023-W32
003035.SZ,2023-W33
003035.SZ,2023-W34
003035.SZ,2023-W35
003035.SZ,2023-W36
003035.SZ,2023-W37
003035.SZ,2023-W38
003035.SZ,2023-W41
003035.SZ,2023-W42
003035.SZ,2023-W43
003035.SZ,2023-W44
003035.SZ,2023-W45
003035.SZ,2023-W46
003035.SZ,2023-W47
003035.SZ,2023-W48
003035.SZ,2023-W49
003035.SZ,2023-W50
003035.SZ,2023-W51
003035.SZ,2023-W52
003035.SZ,2024-W02
003035.SZ,2024-W03
003035.SZ,2024-W04
003035.SZ,2024-W05
003035.SZ,2024-W08
003035.SZ,2024-W09
003035.SZ,2024-W10
003035.SZ,2024-W11
003035.SZ,2024-W12
003035.SZ,2024-W13
003035.SZ,2024-W15
003035.SZ,2024-W16
003035.SZ,2024-W17
003035.SZ,2024-W19
003035.SZ,2024-W20
003035.SZ,2024-W21
003035.SZ,2024-W22
003035.SZ,2024-W23
003035.SZ,2024-W25
003035.SZ,2024-W26
003035.SZ,2024-W27
003035.SZ,2024-W28
003035.SZ,2024-W29
003035.SZ,2024-W30
003035.SZ,2024-W31
003035.SZ,2024-W32
003035.SZ,2024-W33
003035.SZ,2024-W34
003035.SZ,2024-W35
003035.SZ,2024-W36
003035.SZ,2024-W37
003035.SZ,2024-W39
003035.SZ,2024-W42
003035.SZ,2024-W43
003035.SZ,2024-W44
003035.SZ,2024-W45
003035.SZ,2024-W46
003035.SZ,2024-W47
003035.SZ,2024-W48
003035.SZ,2024-W49
003035.SZ,2024-W50
003035.SZ,2024-W51
003035.SZ,2024-W52
003035.SZ,2025-W02
003035.SZ,2025-W03
003035.SZ,2025-W04
003035.SZ,2025-W07
003035.SZ,2025-W08
003035.SZ,2025-W09
003035.SZ,2025-W10
003035.SZ,2025-W11
003035.SZ,2025-W12
003035.SZ,2025-W13
003035.SZ,2025-W15
003035.SZ,2025-W16
003035.SZ,2025-W17
003035.SZ,2025-W20
003035.SZ,2025-W21
003035.SZ,2025-W22
003035.SZ,2025-W24
003035.SZ,2025-W25
003035.SZ,2025-W26
003035.SZ,2025-W27
003035.SZ,2025-W28
003035.SZ,2025-W29
003035.SZ,2025-W30
003035.SZ,2025-W31
003035.SZ,2025-W32
003035.SZ,2025-W33
003035.SZ,2025-W34
003035.SZ,2025-W35
003035.SZ,2025-W36
003035.SZ,2025-W37
003035.SZ,2025-W38
003035.SZ,2025-W39
003035.SZ,2025-W42
003035.SZ,2025-W43
003035.SZ,2025-W44
003035.SZ,2025-W45
003035.SZ,2025-W46
003035.SZ,2025-W47
003035.SZ,2025-W48
003035.SZ,2025-W49
003035.SZ,2025-W50
003035.SZ,2025-W51
003035.SZ,2025-W52
003035.SZ,2026-W02
003035.SZ,2026-W03
003035.SZ,2026-W04
003035.SZ,2026-W05
003035.SZ,2026-W06
003035.SZ,2026-W07
003035.SZ,2026-W10
003035.SZ,2026-W11
003035.SZ,2026-W12
003035.SZ,2026-W13
003035.SZ,2026-W14
003035.SZ,2026-W16
003035.SZ,2026-W17
003035.SZ,2026-W20
003035.SZ,2026-W21
003035.SZ,2026-W22
003035.SZ,2026-W23
003036.SZ,2023-W24
003036.SZ,2023-W26
003036.SZ,2023-W27
003036.SZ,2023-W28
003036.SZ,2023-W29
003036.SZ,2023-W30
003036.SZ,2023-W31
003036.SZ,2023-W32
003036.SZ,2023-W33
003036.SZ,2023-W34
003036.SZ,2023-W35
003036.SZ,2023-W36
003036.SZ,2023-W37
003036.SZ,2023-W38
003036.SZ,2023-W41
003036.SZ,2023-W42
003036.SZ,2023-W43
003036.SZ,2023-W44
003036.SZ,2023-W45
003036.SZ,2023-W46
003036.SZ,2023-W47
003036.SZ,2023-W48
003036.SZ,2023-W49
003036.SZ,2023-W50
003036.SZ,2023-W51
003036.SZ,2023-W52
003036.SZ,2024-W02
003036.SZ,2024-W03
003036.SZ,2024-W04
003036.SZ,2024-W05
003036.SZ,2024-W08
003036.SZ,2024-W09
003036.SZ,2024-W10
003036.SZ,2024-W11
003036.SZ,2024-W12
003036.SZ,2024-W13
003036.SZ,2024-W15
003036.SZ,2024-W16
003036.SZ,2024-W17
003036.SZ,2024-W19
003036.SZ,2024-W20
003036.SZ,2024-W21
003036.SZ,2024-W22
003036.SZ,2024-W23
003036.SZ,2024-W25
003036.SZ,2024-W26
003036.SZ,2024-W27
003036.SZ,2024-W28
003036.SZ,2024-W29
003036.SZ,2024-W30
003036.SZ,2024-W31
003036.SZ,2024-W32
003036.SZ,2024-W33
003036.SZ,2024-W34
003036.SZ,2024-W35
003036.SZ,2024-W36
003036.SZ,2024-W37
003036.SZ,2024-W39
003036.SZ,2024-W42
003036.SZ,2024-W43
003036.SZ,2024-W44
003036.SZ,2024-W45
003036.SZ,2024-W46
003036.SZ,2024-W47
003036.SZ,2024-W48
003036.SZ,2024-W49
003036.SZ,2024-W50
003036.SZ,2024-W51
